seed,regime,round,placement,mean_gap,open_capacity
1020,R1,3,0.3416666666666667,0.5112525883039254,19
1020,R1,4,0.3916666666666666,0.5107767656975539,13
1020,R1,5,0.4,0.5102054141004145,12
1020,R1,6,0.425,0.5095473322551848,9
1020,R2,1,0.1583333333333333,0.5109602508966107,41
1020,R2,2,0.3,0.5087209997346351,24
1020,R2,3,0.3583333333333333,0.5112908528664408,17
1020,R2,4,0.3916666666666666,0.5135061931485859,13
1020,R2,5,0.4,0.5111612163591633,12
1020,R2,6,0.4083333333333333,0.511566079631717,11
1020,R3,1,0.1666666666666666,0.5062301610373592,40
1020,R3,2,0.2916666666666667,0.5049728922563331,25
1020,R3,3,0.3583333333333333,0.5058294631398748,17
1020,R3,4,0.3583333333333333,0.5060019117275476,17
1020,R3,5,0.3833333333333333,0.5051677166225322,14
1020,R3,6,0.4,0.5081901815299753,12
1021,R0,1,0.1916666666666666,0.5317991632060894,37
1021,R0,2,0.3333333333333333,0.531326343571133,20
1021,R0,3,0.3833333333333333,0.5307216180485408,14
1021,R0,4,0.4083333333333333,0.5301243715691251,11
1021,R0,5,0.45,0.5296188499695557,6
1021,R0,6,0.4583333333333333,0.5290022540277914,5
1021,R1,1,0.1833333333333333,0.5318451417181213,38
1021,R1,2,0.2916666666666667,0.5312264488016802,25
1021,R1,3,0.3416666666666667,0.530496840922458,19
1021,R1,4,0.35,0.5297642315315444,18
1021,R1,5,0.3833333333333333,0.5293490605812843,14
1021,R1,6,0.3833333333333333,0.5288096544746953,14
1021,R2,1,0.1583333333333333,0.5331576652793873,41
1021,R2,2,0.2833333333333333,0.5288288670317554,26
1021,R2,3,0.3583333333333333,0.5273427728049211,17
1021,R2,4,0.375,0.5290973958662998,15
1021,R2,5,0.3916666666666666,0.5280120860577343,13
1021,R2,6,0.3916666666666666,0.5244540391862754,13
1021,R3,1,0.1416666666666666,0.5343093840349666,43
1021,R3,2,0.2583333333333333,0.535633822943481,29
1021,R3,3,0.3,0.5378097993702096,24
1021,R3,4,0.35,0.53332290854919,18
1021,R3,5,0.3666666666666666,0.5345285800527362,16
