seed,regime,placement_rate,ground_truth_fit,search_rounds,applications_per_hire,fill_rate,vacancy_duration,credential_sensitivity,investment_alignment,mean_step_gap_reduction,total_gap_reduction,evidence_conversion,task_acceptance,realized_gain,evidence_opportunity_gap,scenario
1008,R1,0.4166666666666667,0.5935664399362721,2.2,6.6,0.8333333333333334,3.0,0.17472519300279957,0.08125,0.0007963921915491288,0.0031855687661965153,0.0,0.0,0.01034930975276066,0.16666666666666669,baseline_discount
1009,R0,0.4666666666666667,0.5804998541696751,1.8571428571428572,5.571428571428571,0.9333333333333333,2.1666666666666665,0.19853744676323207,0.07175925925925926,0.0008195003491285615,0.0029502012568628213,0.0,0.0,0.010455808456351733,0.0,baseline_discount
1009,R1,0.4666666666666667,0.5779116354940635,2.0,6.0,0.9333333333333333,2.466666666666667,0.18609277234055607,0.075,0.0008779046755511441,0.003218983810354195,0.0,0.0,0.010665077544144714,0.23333333333333334,baseline_discount
1010,R0,0.45,0.529161391269008,1.9074074074074074,5.722222222222222,0.9,2.3666666666666667,0.20247554702338583,0.07865168539325842,0.000901897677409558,0.0033445372203937773,0.0,0.0,0.011031984434971812,0.13333333333333336,baseline_discount
1010,R1,0.4166666666666667,0.5660663912441144,2.28,6.84,0.8333333333333334,3.1,0.18428108640910976,0.0640495867768595,0.0008848079515510379,0.003568725404589186,0.0,0.0,0.010475982557356666,0.10000000000000003,baseline_discount
1011,R0,0.48333333333333334,0.547673047660515,2.206896551724138,6.620689655172414,0.9666666666666667,2.3,0.19614236110533026,0.0746606334841629,0.000876534384889802,0.003228568317677437,0.0,0.0,0.00973281533784331,0.2,baseline_discount
1011,R1,0.4166666666666667,0.5720581120411666,2.1,6.3,0.8333333333333334,2.933333333333333,0.17858553323011508,0.06947368421052631,0.000879278333045567,0.003480476734972036,0.0,0.0,0.009627742217513792,0.3333333333333333,baseline_discount
1012,R0,0.475,0.588698735618744,1.8070175438596492,5.421052631578948,0.95,1.9666666666666666,0.2161923319173452,0.08962264150943396,0.0008274115036123686,0.002923520646097036,0.0,0.0,0.010871579755456847,0.1333333333333333,baseline_discount
1012,R1,0.425,0.6234533098482856,2.2549019607843137,6.764705882352941,0.85,3.0,0.22118983312594492,0.0899581589958159,0.0009114191337881745,0.0036304862162562287,0.0,0.0,0.010229056411876738,0.36666666666666664,baseline_discount
1013,R0,0.4666666666666667,0.5789645796235119,2.0892857142857144,6.267857142857143,0.9333333333333333,2.433333333333333,0.1748054621777264,0.09213483146067415,0.0008595870220241226,0.003187635206672788,0.0,0.0,0.010906071295729,0.23333333333333334,baseline_discount
1013,R1,0.44166666666666665,0.5853730787536149,2.4716981132075473,7.415094339622642,0.8833333333333333,2.966666666666667,0.16268277568459094,0.08333333333333333,0.0008758780513316535,0.003503512205326614,0.0,0.0,0.010579248550630383,0.36666666666666664,baseline_discount
1014,R0,0.45,0.5804421446241843,1.9444444444444444,5.833333333333333,0.9,2.3,0.2018212651209795,0.07158836689038031,0.0008479147893026578,0.0031584825901524007,0.0,0.0,0.010040065986471941,0.26666666666666666,baseline_discount
1014,R1,0.4166666666666667,0.621542627461348,2.24,6.72,0.8333333333333334,2.8,0.1949361864888441,0.07883817427385892,0.0008442544097332558,0.0033910885457619105,0.0,0.0,0.010353867163170077,0.2,baseline_discount
1015,R0,0.49166666666666664,0.5583006110716978,1.8983050847457628,5.694915254237288,0.9833333333333333,1.8333333333333333,0.21244530711832516,0.07875894988066826,0.0008228040994957569,0.002872957647406018,0.0,0.0,0.010287414963221386,0.23333333333333334,baseline_discount
1015,R1,0.4083333333333333,0.5925985915956509,2.0408163265306123,6.122448979591836,0.8166666666666667,3.2666666666666666,0.19556826172162559,0.07966457023060797,0.0009207535478093199,0.0036599953525420464,0.0,0.0,0.009881029308157761,0.36666666666666664,baseline_discount
1016,R0,0.475,0.5578758031259173,2.0,6.0,0.95,2.1,0.20761864256774967,0.0735632183908046,0.0007540294922799806,0.0027333569095149297,0.0,0.0,0.010785359511453914,0.36666666666666664,baseline_discount
1016,R1,0.44166666666666665,0.5769013803865602,2.547169811320755,7.6415094339622645,0.8833333333333333,3.1333333333333333,0.20739125257525462,0.0743801652892562,0.000736911523552459,0.0029722098116615847,0.0,0.0,0.01054714670117281,0.4666666666666666,baseline_discount
1017,R0,0.49166666666666664,0.6078008758059844,1.8644067796610169,5.593220338983051,0.9833333333333333,1.7,0.16103814481652512,0.06235011990407674,0.000743903089991006,0.002585063237718746,0.0,0.0,0.010178762316464378,0.16666666666666663,baseline_discount
